"8","Pernod Ricard","RI.PA","32410389393","123.353","France"
"32","Rémy Cointreau","RCO.PA","3329364854","61.9197","France"
"41","Oeneo","SBT.PA","690296454","10.6672","France"
"43","Laurent-Perrier","LPE.PA","640706474","108.508","France"
"44","Marie Brizard Wine &amp; Spirits","MBWS.PA","481962013","4.30792","France"
"54","Vranken-Pommery Monopole","VRAP.PA","132857776","14.8456","France"
