"47","Hawesko","HAW.DE","261982511","29.163","Germany"
"49","Kulmbacher Brauerei","KUL.MU","157079252","46.7498","Germany"
"52","Schloss Wachenheim","SWA.DE","135761354","17.1416","Germany"
"54","Berentzen-Gruppe","BEZ.DE","52698348","5.60997","Germany"
