"4","Diageo","DEO","52194025472","93.9","United Kingdom"
"38","Fever-Tree Drinks","FEVR.L","1269814908","10.8812","United Kingdom"
"57","Chapel Down Group","CDGP.L","88396138","0.515356","United Kingdom"
"58","Naked Wines","WINE.L","73351684","0.978525","United Kingdom"
